"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","148","BK-150: POST /atcs rejects unauthenticated request with 401","integration","2026-08-18","passed","2026-08-18","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","288","BK-4: POST /api/v1/workspaces creates workspace with name+slug → 201","sandbox","2026-08-18","passed","2026-08-18","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","375","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","integration","2026-08-18","passed","2026-08-18","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","211","BK-14: POST /modules/{id}/user-stories returns 401 without auth","integration","2026-08-18","passed","2026-08-18","BK-14: User Stories API","integration/user-story/user-story.test.ts","",""
"","444","BK-166: Get current user with valid token from api-state.json","integration","2026-08-18","passed","2026-08-18","BK-166: User Session API","integration/auth/user-session.test.ts","",""
"","241","BK-8: POST /workspaces/{id}/projects rejects non-member → 403","integration","2026-08-18","passed","2026-08-18","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","249","BK-173: POST /api/v1/imports rejects missing jql → 422","sandbox","2026-08-18","passed","2026-08-18","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","1","BK-246: Workspace isolation — defects scoped to correct workspace","integration","2026-08-18","skipped","2026-08-18","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","405","BK-14: POST /modules/{id}/user-stories creates story → 201","integration","2026-08-18","passed","2026-08-18","BK-14: User Stories API","integration/user-story/user-story.test.ts","",""
"","291","BK-155: POST /atcs returns error when user_story_id does not exist (no partial write)","integration","2026-08-18","passed","2026-08-18","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.test.ts","",""
"","345","BK-166: POST /api/v1/auth/signin with valid credentials returns user+session+PAT","sandbox","2026-08-18","passed","2026-08-18","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","180","BK-4: POST /workspaces rejects unauthenticated → 401","integration","2026-08-18","passed","2026-08-18","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.test.ts","",""
"","255","BK-8: POST /api/v1/workspaces/{id}/projects rejects non-member → 403","sandbox","2026-08-18","passed","2026-08-18","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","202","BK-166: POST /api/v1/auth/signin with non-existent email returns 401","sandbox","2026-08-18","passed","2026-08-18","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","3","BK-240: Re-sync idempotency — no duplicate external items","integration","2026-08-18","skipped","2026-08-18","Defect Sync (BK-372/BK-373) — /defects not deployed","integration/defects/defect-sync.test.ts","",""
"","659","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","sandbox","2026-08-18","passed","2026-08-18","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","951","API Setup: authenticate via API","api-setup","2026-08-18","passed","2026-08-18","","setup/api-auth.setup.ts","",""
