"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","365","BK-160: PATCH /atcs/{id} keeps slug, user_story_id and module_id immutable","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","338","BK-169: POST /api/v1/imports with valid project_id + jql returns 202 + job_id","sandbox","2026-07-05","passed","2026-07-05","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","349","BK-8: POST /api/v1/workspaces/{id}/projects rejects duplicate slug → 409","sandbox","2026-07-05","passed","2026-07-05","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","155","BK-4: POST /api/v1/workspaces rejects name < 3 chars → 422","sandbox","2026-07-05","passed","2026-07-05","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","160","BK-14: POST /api/v1/modules/{id}/user-stories rejects empty body → 422","sandbox","2026-07-05","passed","2026-07-05","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","441","BK-156: PATCH /atcs/{id} cascade-replaces children (BK-96 regression)","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","204","BK-155: POST /atcs returns error when user_story_id does not exist (no partial write)","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","163","BK-8: POST /api/v1/workspaces/{id}/projects rejects name < 3 → 422","sandbox","2026-07-05","passed","2026-07-05","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","599","BK-157: PATCH /atcs/{id} rejects stale X-If-Match → 409","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","173","BK-14: POST /api/v1/modules/{id}/user-stories returns 404 for non-existent module","sandbox","2026-07-05","passed","2026-07-05","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","490","BK-166: POST /api/v1/auth/signin with valid credentials returns user+session+PAT","sandbox","2026-07-05","passed","2026-07-05","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","794","BK-153: POST /atcs rejects steps with non-increasing positions","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","623","BK-166: signin PAT can be used to authenticate subsequent API calls","sandbox","2026-07-05","passed","2026-07-05","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","358","BK-158: PATCH /atcs/{id} returns 404 for non-existent id","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","833","BK-166: GET /api/v1/me returns 401 without auth","sandbox","2026-07-05","passed","2026-07-05","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","359","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","sandbox","2026-07-05","passed","2026-07-05","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","127","BK-166: POST /api/v1/auth/check-email returns exists=false for unknown email","sandbox","2026-07-05","passed","2026-07-05","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","157","BK-14: POST /api/v1/modules/{id}/user-stories rejects title < 3 → 422","sandbox","2026-07-05","passed","2026-07-05","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
