"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","691","BK-153: POST /atcs rejects steps with non-increasing positions","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","52","BK-166: GET /api/v1/me returns 401 without auth","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","63","BK-150: POST /atcs rejects invalid token with 401","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","300","BK-156: PATCH /atcs/{id} happy path with X-If-Match","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","1","BK-150: POST /atcs rejects token lacking atc:write scope with 403","sandbox","2026-07-01","skipped","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","76","BK-166: POST /api/v1/auth/signin with non-existent email returns 401","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","76","BK-150: POST /atcs rejects unauthenticated request with 401","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","261","BK-14: POST /api/v1/modules/{id}/user-stories creates story → 201","sandbox","2026-07-01","passed","2026-07-01","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","140","BK-4: POST /api/v1/workspaces creates workspace with name+slug → 201","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","361","BK-169: GET /api/v1/imports/{id} returns job status","sandbox","2026-07-01","failed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","617","BK-149: POST /atcs works for all layer values (UI, API, Unit)","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","259","BK-166: GET /api/v1/me returns user info with valid PAT token","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","140","BK-166: POST /api/v1/auth/signin with wrong password returns 401","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","84","BK-166: POST /api/v1/auth/check-email returns exists+confirmed for existing user","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","785","BK-160: PATCH /atcs/{id} keeps slug, user_story_id and module_id immutable","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","241","BK-158: PATCH /atcs/{id} returns 404 for non-existent id","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","96","BK-171: POST /api/v1/imports returns 401 without auth","sandbox","2026-07-01","passed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","111","BK-14: POST /api/v1/modules/{id}/user-stories rejects title < 3 → 422","sandbox","2026-07-01","passed","2026-07-01","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","156","BK-151: POST /atcs rejects AC that belongs to a different user story with 422","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","141","BK-8: POST /api/v1/workspaces/{id}/projects creates project → 201","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","83","BK-4: POST /api/v1/workspaces rejects reserved slug → 422","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","441","BK-166: signin PAT can be used to authenticate subsequent API calls","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","99","BK-8: POST /api/v1/workspaces/{id}/projects rejects name < 3 → 422","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","416","BK-166: POST /api/v1/auth/signin with valid credentials returns user+session+PAT","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","90","BK-166: POST /api/v1/auth/check-email returns exists=false for unknown email","sandbox","2026-07-01","passed","2026-07-01","BK-166: Auth email+password sign-in API","integration/auth/auth-signin.sandbox.ts","",""
"","2216","BK-149: POST /atcs creates an ATC with steps, assertions, slug and version 1","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","482","BK-157: PATCH /atcs/{id} rejects stale X-If-Match → 409","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","201","BK-169: POST /api/v1/imports with valid project_id + jql returns 202 + job_id","sandbox","2026-07-01","passed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","104","BK-173: POST /api/v1/imports rejects missing project_id → 422","sandbox","2026-07-01","passed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","169","BK-152: POST /atcs rejects module outside user story subtree with 422","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","123","BK-14: POST /api/v1/modules/{id}/user-stories returns 404 for non-existent module","sandbox","2026-07-01","passed","2026-07-01","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","295","BK-159: PATCH /atcs/{id} with identical payload returns 200 but still bumps version","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","563","BK-154: POST /atcs validates request body boundaries","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","56","BK-14: POST /api/v1/modules/{id}/user-stories returns 401 without auth","sandbox","2026-07-01","passed","2026-07-01","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","240","BK-8: POST /api/v1/workspaces/{id}/projects rejects duplicate slug → 409","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","291","BK-157: PATCH /atcs/{id} honors matching X-If-Match → 200","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","93","BK-4: POST /api/v1/workspaces rejects name < 3 chars → 422","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","280","BK-4: POST /api/v1/workspaces rejects duplicate slug → 409","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","144","BK-8: POST /api/v1/workspaces/{id}/projects rejects non-member → 403","sandbox","2026-07-01","passed","2026-07-01","BK-4/BK-8: Workspace & Project CRUD API","integration/workspace/workspace-project-crud.sandbox.ts","",""
"","119","BK-14: POST /api/v1/modules/{id}/user-stories rejects empty body → 422","sandbox","2026-07-01","passed","2026-07-01","BK-14: User Story CRUD API","integration/user-story/user-story.sandbox.ts","",""
"","280","BK-156: PATCH /atcs/{id} cascade-replaces children (BK-96 regression)","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","347","BK-157: PATCH /atcs/{id} absent X-If-Match → 200","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","151","BK-155: POST /atcs returns error when user_story_id does not exist (no partial write)","sandbox","2026-07-01","passed","2026-07-01","BK-18: ATC Create/Edit REST API","integration/atc/atc-create-edit.sandbox.ts","",""
"","106","BK-173: POST /api/v1/imports rejects missing jql → 422","sandbox","2026-07-01","passed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
"","176","BK-173: POST /api/v1/imports rejects empty body → 422","sandbox","2026-07-01","passed","2026-07-01","BK-17: Jira Import API","integration/jira-import/jira-import.sandbox.ts","",""
